hand,height,player,age,ace,df,bpSaved
R,185.0,103356 - Michel Kratochvil,26 ~ 30,2.0,5.0,0.555
R,183.0,103358 - Nicolas Todero,21 ~ 25,2.0,4.0,0.6
R,175.0,103363 - Diego Ayala,21 ~ 25,9.0,3.0,0.33
R,183.0,103369 - Melle Van Gemerden,21 ~ 25,4.333333333333333,3.0,0.35666666666666663
R,183.0,103369 - Melle Van Gemerden,26 ~ 30,5.833333333333333,4.666666666666667,0.47833333333333333
R,185.0,103373 - Sergio Roitman,21 ~ 25,3.0,2.0,0.43142857142857144
R,185.0,103373 - Sergio Roitman,26 ~ 30,2.861111111111111,1.6527777777777777,0.5095833333333333
R,185.0,103381 - Andy Fahlke,21 ~ 25,4.0,6.0,0.79
R,183.0,103385 - Paul Baccanello,- 20,9.0,13.0,0.43
R,183.0,103385 - Paul Baccanello,21 ~ 25,7.833333333333333,4.5,0.5033333333333333
R,183.0,103385 - Paul Baccanello,26 ~ 30,10.5,5.0,0.46499999999999997
R,185.0,103387 - Paradorn Srichaphan,- 20,6.4,3.45,0.3755
R,185.0,103387 - Paradorn Srichaphan,21 ~ 25,6.304878048780488,3.5121951219512195,0.5543089430894309
R,185.0,103387 - Paradorn Srichaphan,26 ~ 30,6.567796610169491,3.4915254237288136,0.5396610169491525
R,188.0,103393 - Yuri Schukin,21 ~ 25,1.75,3.75,0.4875
R,188.0,103393 - Yuri Schukin,26 ~ 30,2.9,2.45,0.522
R,188.0,103393 - Yuri Schukin,31 ~ 35,2.5714285714285716,3.142857142857143,0.6071428571428571
R,173.0,103395 - Julio Silva,21 ~ 25,2.0,1.5,0.6200000000000001
R,173.0,103395 - Julio Silva,26 ~ 30,3.3333333333333335,0.8333333333333334,0.52
R,173.0,103395 - Julio Silva,31 ~ 35,6.0,5.0,0.33
R,188.0,103397 - Alexandre Simoni,21 ~ 25,7.107142857142857,4.821428571428571,0.6103571428571428
R,190.0,103401 - Jan Hernych,21 ~ 25,2.772727272727273,1.9545454545454546,0.5218181818181817
R,190.0,103401 - Jan Hernych,26 ~ 30,2.7573529411764706,2.1323529411764706,0.5563970588235294
R,190.0,103401 - Jan Hernych,31 ~ 35,4.809523809523809,2.857142857142857,0.6133333333333333
R,190.0,103401 - Jan Hernych,36 ~ 40,5.0,1.5,0.53
R,183.0,103408 - Brian Vahaly,21 ~ 25,2.754385964912281,3.43859649122807,0.5284210526315789
R,183.0,103408 - Brian Vahaly,26 ~ 30,1.6,2.6,0.54
R,175.0,103420 - Michal Tabara,- 20,1.6428571428571428,2.2857142857142856,0.48714285714285716
R,175.0,103420 - Michal Tabara,21 ~ 25,3.265625,4.515625,0.525625
R,175.0,103420 - Michal Tabara,26 ~ 30,4.777777777777778,8.666666666666666,0.4433333333333333
R,185.0,103424 - Tobias Clemens,26 ~ 30,7.75,5.0,0.545
R,190.0,103428 - Juan Ignacio Chela,- 20,5.166666666666667,3.4166666666666665,0.6516666666666667
R,190.0,103428 - Juan Ignacio Chela,21 ~ 25,4.038297872340426,3.1914893617021276,0.5371914893617021
R,190.0,103428 - Juan Ignacio Chela,26 ~ 30,2.6553398058252426,2.8980582524271843,0.5599029126213593
R,190.0,103428 - Juan Ignacio Chela,31 ~ 35,1.8421052631578947,2.168421052631579,0.5438947368421053
R,183.0,103429 - Peter Luczak,21 ~ 25,4.923076923076923,3.5384615384615383,0.6000000000000001
R,183.0,103429 - Peter Luczak,26 ~ 30,5.753846153846154,2.4923076923076923,0.5359999999999999
R,183.0,103429 - Peter Luczak,31 ~ 35,5.45,2.45,0.4760000000000001
R,193.0,103435 - Massimo Dellacqua,21 ~ 25,10.75,5.25,0.4925
R,193.0,103435 - Massimo Dellacqua,26 ~ 30,9.5,4.0,0.2
R,173.0,103444 - Jean Rene Lisnard,- 20,3.125,4.125,0.51
R,173.0,103444 - Jean Rene Lisnard,21 ~ 25,1.9736842105263157,4.447368421052632,0.5106578947368421
R,173.0,103444 - Jean Rene Lisnard,26 ~ 30,2.2857142857142856,4.857142857142857,0.5346428571428571
R,173.0,103444 - Jean Rene Lisnard,31 ~ 35,2.5,2.75,0.4975
R,175.0,103451 - Bjorn Phau,- 20,1.5,3.5,0.46166666666666667
R,175.0,103451 - Bjorn Phau,21 ~ 25,3.857142857142857,3.3142857142857145,0.5237142857142858
R,175.0,103451 - Bjorn Phau,26 ~ 30,3.9285714285714284,3.607142857142857,0.5346428571428571
R,175.0,103451 - Bjorn Phau,31 ~ 35,3.480769230769231,3.923076923076923,0.5159615384615385
R,183.0,103454 - Nicolas Massu,- 20,3.0,2.4444444444444446,0.45722222222222225
R,183.0,103454 - Nicolas Massu,21 ~ 25,4.740566037735849,2.9622641509433962,0.567688679245283
R,183.0,103454 - Nicolas Massu,26 ~ 30,4.315476190476191,3.125,0.5725
R,183.0,103454 - Nicolas Massu,31 ~ 35,4.4,5.2,0.692
R,180.0,103455 - Michal Mertinak,21 ~ 25,3.0,3.0,0.56
R,180.0,103455 - Michal Mertinak,26 ~ 30,2.727272727272727,2.0,0.6090909090909091
R,188.0,103457 - Petr Kralert,- 20,0.0,7.0,0.17
R,188.0,103457 - Petr Kralert,21 ~ 25,4.5,5.75,0.515
R,183.0,103460 - Konstantin Don Gruber,21 ~ 25,5.0,1.0,0.6
R,175.0,103465 - Paul Logtens,21 ~ 25,3.0,7.0,0.5
R,175.0,103465 - Paul Logtens,26 ~ 30,3.0,4.0,0.4
R,173.0,103468 - Harsh Mankad,21 ~ 25,1.0,4.0,0.605
R,173.0,103468 - Harsh Mankad,26 ~ 30,5.0,5.0,0.6
R,190.0,103470 - Robert Kendrick,21 ~ 25,9.44,5.64,0.564
R,190.0,103470 - Robert Kendrick,26 ~ 30,10.485294117647058,4.161764705882353,0.5455882352941177
R,190.0,103470 - Robert Kendrick,31 ~ 35,6.428571428571429,3.2857142857142856,0.51
R,193.0,103478 - Diego Veronelli,21 ~ 25,3.4,2.4,0.41000000000000003
R,185.0,103484 - James Blake,- 20,4.222222222222222,4.333333333333333,0.4366666666666667
R,185.0,103484 - James Blake,21 ~ 25,4.982954545454546,2.6306818181818183,0.5620454545454545
R,185.0,103484 - James Blake,26 ~ 30,6.810344827586207,2.782758620689655,0.5651724137931035
R,185.0,103484 - James Blake,31 ~ 35,5.383720930232558,3.2209302325581395,0.5546511627906977
R,188.0,103487 - Federico Luzzi,- 20,1.0,2.25,0.49
R,188.0,103487 - Federico Luzzi,21 ~ 25,3.3333333333333335,3.8333333333333335,0.5519999999999998
R,188.0,103487 - Federico Luzzi,26 ~ 30,4.888888888888889,4.222222222222222,0.4188888888888889
R,183.0,103490 - Santiago Ventura,21 ~ 25,3.806451612903226,2.967741935483871,0.5519354838709677
R,183.0,103490 - Santiago Ventura,26 ~ 30,3.8833333333333333,3.3,0.5443333333333334
R,183.0,103490 - Santiago Ventura,31 ~ 35,1.0,1.0,0.5
R,193.0,103498 - Marat Safin,- 20,9.576923076923077,2.826923076923077,0.5547435897435897
R,193.0,103498 - Marat Safin,21 ~ 25,9.015209125475286,2.0950570342205324,0.5749049429657794
R,193.0,103498 - Marat Safin,26 ~ 30,8.601123595505618,2.662921348314607,0.5846067415730337
R,183.0,103503 - Robin Vik,21 ~ 25,3.4444444444444446,4.444444444444445,0.5577777777777778
R,183.0,103503 - Robin Vik,26 ~ 30,3.9545454545454546,3.75,0.5118181818181818
R,178.0,103505 - Vasilis Mazarakis,21 ~ 25,1.0,2.3333333333333335,0.42333333333333334
R,178.0,103505 - Vasilis Mazarakis,26 ~ 30,0.0,2.0,0.28500000000000003
R,183.0,103506 - Martin Vassallo Arguello,21 ~ 25,3.533333333333333,4.866666666666666,0.5946666666666667
R,183.0,103506 - Martin Vassallo Arguello,26 ~ 30,2.6,2.4210526315789473,0.5085263157894738
R,183.0,103507 - Juan Carlos Ferrero,- 20,3.0779220779220777,3.220779220779221,0.575194805194805
R,183.0,103507 - Juan Carlos Ferrero,21 ~ 25,4.648464163822526,2.8191126279863483,0.5966894197952218
R,183.0,103507 - Juan Carlos Ferrero,26 ~ 30,3.963709677419355,1.4838709677419355,0.5573790322580645
R,183.0,103507 - Juan Carlos Ferrero,31 ~ 35,2.7111111111111112,1.7777777777777777,0.5771111111111111
R,180.0,103516 - Nathan Healey,21 ~ 25,12.2,5.4,0.41600000000000004
R,180.0,103516 - Nathan Healey,26 ~ 30,6.2727272727272725,5.7272727272727275,0.6190909090909091
L,190.0,103520 - Pavel Snobel,21 ~ 25,4.0,0.0,0.67
L,190.0,103520 - Pavel Snobel,26 ~ 30,6.0,6.666666666666667,0.65
R,190.0,103521 - Andrea Stoppini,21 ~ 25,2.0,3.0,0.83
R,190.0,103521 - Andrea Stoppini,26 ~ 30,4.0,3.1,0.7
R,190.0,103523 - Rohan Bopanna,21 ~ 25,8.0,1.0,0.67
R,190.0,103523 - Rohan Bopanna,26 ~ 30,10.375,3.8125,0.590625
R,190.0,103523 - Rohan Bopanna,31 ~ 35,11.666666666666666,2.0,0.48666666666666664
R,175.0,103525 - Ivan Miranda,21 ~ 25,2.75,1.3,0.45200000000000007
R,188.0,103527 - Julien Jeanpierre,21 ~ 25,3.4,4.2,0.55
R,183.0,103529 - Aisam Ul Haq Qureshi,21 ~ 25,8.0,5.0,0.67
R,183.0,103529 - Aisam Ul Haq Qureshi,26 ~ 30,11.0,3.8461538461538463,0.5976923076923076
R,188.0,103530 - Zack Fleishman,21 ~ 25,5.4,3.3,0.52
R,188.0,103530 - Zack Fleishman,26 ~ 30,6.0,3.857142857142857,0.5257142857142857
L,173.0,103534 - Nicolas Devilder,21 ~ 25,2.4,3.8,0.492
L,173.0,103534 - Nicolas Devilder,26 ~ 30,4.071428571428571,3.375,0.5516071428571429
L,173.0,103534 - Nicolas Devilder,31 ~ 35,2.75,0.75,0.5075
R,180.0,103535 - Olivier Patience,21 ~ 25,4.648648648648648,3.4054054054054053,0.5121621621621623
R,180.0,103535 - Olivier Patience,26 ~ 30,4.0256410256410255,2.4358974358974357,0.5007692307692309
R,185.0,103543 - David Marrero,26 ~ 30,5.25,2.125,0.65875
R,180.0,103544 - Andy Ram,- 20,2.0,2.0,0.33
R,180.0,103544 - Andy Ram,21 ~ 25,9.25,2.75,0.64125
R,180.0,103553 - Alun Jones,21 ~ 25,4.0,3.3333333333333335,0.42
R,180.0,103553 - Alun Jones,26 ~ 30,4.166666666666667,3.1666666666666665,0.43333333333333335
R,193.0,103559 - David Sherwood,21 ~ 25,6.0,5.0,0.595
L,190.0,103560 - Kj Hippensteel,21 ~ 25,3.5,4.5,0.535
R,185.0,103565 - Stephane Robert,21 ~ 25,2.0,1.6666666666666667,0.6833333333333332
R,185.0,103565 - Stephane Robert,26 ~ 30,2.25,3.25,0.5628571428571428
R,185.0,103565 - Stephane Robert,31 ~ 35,4.40625,4.59375,0.5340625
R,185.0,103565 - Stephane Robert,36 ~ 40,4.680851063829787,5.0212765957446805,0.5138297872340426
L,190.0,103566 - Michael Llodra,- 20,7.7272727272727275,6.181818181818182,0.4572727272727272
L,190.0,103566 - Michael Llodra,21 ~ 25,6.7631578947368425,3.7280701754385963,0.5855263157894736
L,190.0,103566 - Michael Llodra,26 ~ 30,9.230263157894736,3.1447368421052633,0.5619736842105263
L,190.0,103566 - Michael Llodra,31 ~ 35,7.989130434782608,3.0652173913043477,0.5669565217391304
R,180.0,103573 - Rik De Voest,21 ~ 25,3.7777777777777777,2.3333333333333335,0.4655555555555555
R,180.0,103573 - Rik De Voest,26 ~ 30,3.8529411764705883,2.1470588235294117,0.5491176470588235
R,180.0,103573 - Rik De Voest,31 ~ 35,4.416666666666667,1.0,0.62
R,183.0,103580 - Alexander Peya,21 ~ 25,4.818181818181818,4.545454545454546,0.5663636363636363
R,183.0,103580 - Alexander Peya,26 ~ 30,4.351351351351352,3.4864864864864864,0.555945945945946
R,183.0,103580 - Alexander Peya,31 ~ 35,1.0,6.0,0.67
R,183.0,103581 - Flavio Saretta,21 ~ 25,4.169642857142857,3.267857142857143,0.5259821428571428
R,183.0,103581 - Flavio Saretta,26 ~ 30,4.0,3.235294117647059,0.6258823529411766
L,193.0,103582 - Michael Berrer,21 ~ 25,5.5,3.5,0.4
L,193.0,103582 - Michael Berrer,26 ~ 30,5.915384615384616,3.6538461538461537,0.5683076923076923
L,193.0,103582 - Michael Berrer,31 ~ 35,5.0,2.859375,0.6084375
L,193.0,103582 - Michael Berrer,36 ~ 40,5.0,2.0,0.5515384615384615
L,193.0,103586 - Mariusz Fyrstenberg,21 ~ 25,3.3333333333333335,4.333333333333333,0.34
R,185.0,103592 - Jerome Haehnel,21 ~ 25,4.090909090909091,2.9545454545454546,0.49954545454545446
R,185.0,103592 - Jerome Haehnel,26 ~ 30,3.75,3.5,0.4175
R,185.0,103594 - Oliver Marach,- 20,3.0,4.0,0.4
R,185.0,103594 - Oliver Marach,21 ~ 25,5.583333333333333,3.0833333333333335,0.5575
R,185.0,103594 - Oliver Marach,26 ~ 30,4.40625,2.875,0.606875
R,185.0,103598 - Xavier Malisse,- 20,5.448979591836735,2.693877551020408,0.5812244897959183
R,185.0,103598 - Xavier Malisse,21 ~ 25,7.444444444444445,2.471111111111111,0.5587555555555556
R,185.0,103598 - Xavier Malisse,26 ~ 30,6.6940298507462686,1.7835820895522387,0.549179104477612
R,185.0,103598 - Xavier Malisse,31 ~ 35,7.355140186915888,2.2149532710280373,0.5305607476635515
R,183.0,103602 - Fernando Gonzalez,- 20,5.434782608695652,8.391304347826088,0.5404347826086957
R,183.0,103602 - Fernando Gonzalez,21 ~ 25,7.418803418803419,5.004273504273504,0.5799572649572649
R,183.0,103602 - Fernando Gonzalez,26 ~ 30,6.995652173913044,2.982608695652174,0.598304347826087
R,183.0,103602 - Fernando Gonzalez,31 ~ 35,6.230769230769231,2.230769230769231,0.6415384615384615
R,173.0,103607 - Victor Estrella,26 ~ 30,2.0,2.0,0.62
R,173.0,103607 - Victor Estrella,31 ~ 35,3.5952380952380953,2.0714285714285716,0.5285714285714285
R,173.0,103607 - Victor Estrella,36 ~ 40,3.36734693877551,2.693877551020408,0.5393877551020408
R,193.0,103623 - Jacob Adaktusson,21 ~ 25,5.0,3.0,0.58
R,178.0,103626 - Tomas Tenconi,21 ~ 25,2.6666666666666665,4.666666666666667,0.5933333333333334
R,180.0,103632 - Luis Horna,- 20,0.75,2.75,0.4675
R,180.0,103632 - Luis Horna,21 ~ 25,5.045454545454546,2.8506493506493507,0.5524675324675326
R,180.0,103632 - Luis Horna,26 ~ 30,5.045454545454546,2.727272727272727,0.5619696969696969
R,180.0,103646 - Lars Uebel,21 ~ 25,3.0,2.0,0.56
R,175.0,103656 - Albert Montanes,- 20,4.777777777777778,3.111111111111111,0.6666666666666666
R,175.0,103656 - Albert Montanes,21 ~ 25,3.5625,2.986111111111111,0.5637500000000001
R,175.0,103656 - Albert Montanes,26 ~ 30,3.517543859649123,3.18859649122807,0.5578947368421052
R,175.0,103656 - Albert Montanes,31 ~ 35,2.841666666666667,3.55,0.5495
R,175.0,103656 - Albert Montanes,36 ~ 40,4.0,3.5,0.5266666666666667
R,183.0,103657 - Ivo Klec,21 ~ 25,2.25,4.5,0.655
R,183.0,103657 - Ivo Klec,26 ~ 30,2.0,1.0,0.43500000000000005
R,183.0,103657 - Ivo Klec,31 ~ 35,0.5,2.5,0.535
L,175.0,103672 - Ricardo Mello,21 ~ 25,2.92,2.6533333333333333,0.5528
L,175.0,103672 - Ricardo Mello,26 ~ 30,1.9387755102040816,2.2653061224489797,0.516734693877551
L,175.0,103672 - Ricardo Mello,31 ~ 35,2.6363636363636362,2.727272727272727,0.47363636363636363
L,178.0,103675 - Diego Junqueira,26 ~ 30,1.2058823529411764,2.0588235294117645,0.4591176470588235
L,178.0,103675 - Diego Junqueira,31 ~ 35,0.3333333333333333,0.8333333333333334,0.5133333333333333
R,185.0,103676 - Michael Yani,26 ~ 30,6.818181818181818,4.181818181818182,0.5381818181818182
R,185.0,103676 - Michael Yani,31 ~ 35,3.0,3.0,0.488
R,185.0,103682 - Kyu Tae Im,26 ~ 30,2.0,2.0,0.33
R,178.0,103684 - Benedikt Dorsch,21 ~ 25,6.0,0.0,0.14
R,178.0,103684 - Benedikt Dorsch,26 ~ 30,2.5,1.5,0.43500000000000005
R,188.0,103690 - Marcin Matkowski,21 ~ 25,2.5,7.0,0.29000000000000004
R,188.0,103693 - Thierry Ascione,21 ~ 25,3.7872340425531914,3.0,0.5225531914893616
R,188.0,103693 - Thierry Ascione,26 ~ 30,3.68,2.24,0.5512
R,168.0,103694 - Olivier Rochus,- 20,2.3714285714285714,2.8285714285714287,0.4422857142857142
R,168.0,103694 - Olivier Rochus,21 ~ 25,1.6888888888888889,2.7955555555555556,0.5498666666666666
R,168.0,103694 - Olivier Rochus,26 ~ 30,1.7875,2.48125,0.5636249999999999
R,168.0,103694 - Olivier Rochus,31 ~ 35,1.5121951219512195,2.4634146341463414,0.5202439024390243
R,183.0,103699 - Fred Hemmes,21 ~ 25,3.0,3.0,0.55
L,178.0,103700 - Juan Pablo Guzman,21 ~ 25,2.25,3.4166666666666665,0.6016666666666667
L,178.0,103700 - Juan Pablo Guzman,26 ~ 30,4.625,2.625,0.5875
R,185.0,103701 - Diego Hartfield,21 ~ 25,1.75,2.5,0.5025
R,185.0,103701 - Diego Hartfield,26 ~ 30,4.222222222222222,2.9722222222222223,0.5355555555555556
R,176.0,103708 - Jaroslav Pospisil,21 ~ 25,4.0,2.0,0.5
R,176.0,103708 - Jaroslav Pospisil,26 ~ 30,2.0,7.5,0.495
R,176.0,103708 - Jaroslav Pospisil,31 ~ 35,1.0,3.0,0.5366666666666667
R,188.0,103709 - Kristian Pless,- 20,5.68,3.08,0.5848
R,188.0,103709 - Kristian Pless,21 ~ 25,6.292307692307692,3.9384615384615387,0.553076923076923
R,188.0,103709 - Kristian Pless,26 ~ 30,6.428571428571429,3.4285714285714284,0.5142857142857143
R,196.0,103711 - Jaroslav Levinsky,21 ~ 25,1.0,3.0,0.69
L,180.0,103714 - Andreas Vinciguerra,- 20,4.490566037735849,3.1037735849056602,0.6299056603773584
L,180.0,103714 - Andreas Vinciguerra,21 ~ 25,4.46,2.4,0.522
L,180.0,103714 - Andreas Vinciguerra,26 ~ 30,5.818181818181818,2.4545454545454546,0.6445454545454544
L,180.0,103714 - Andreas Vinciguerra,31 ~ 35,3.0,3.0,0.5
R,188.0,103716 - Uros Vico,21 ~ 25,8.571428571428571,2.7142857142857144,0.6371428571428571
L,185.0,103718 - David Martin,26 ~ 30,2.0,6.0,0.6
R,180.0,103720 - Lleyton Hewitt,- 20,4.938967136150235,3.3380281690140845,0.5750234741784037
R,180.0,103720 - Lleyton Hewitt,21 ~ 25,7.196296296296296,3.9185185185185185,0.561037037037037
R,180.0,103720 - Lleyton Hewitt,26 ~ 30,7.238095238095238,3.375,0.5535119047619047
R,180.0,103720 - Lleyton Hewitt,31 ~ 35,5.622641509433962,4.235849056603773,0.5787735849056604
R,180.0,103722 - Florent Serra,21 ~ 25,2.84375,2.296875,0.50328125
R,180.0,103722 - Florent Serra,26 ~ 30,4.149253731343284,1.9800995024875623,0.5728358208955224
R,180.0,103722 - Florent Serra,31 ~ 35,3.75,2.375,0.5137499999999999
R,175.0,103726 - Jean Christophe Faurel,21 ~ 25,3.6666666666666665,3.3333333333333335,0.4311111111111111
R,183.0,103730 - Jonathan Marray,21 ~ 25,6.4,6.7,0.501
R,183.0,103730 - Jonathan Marray,26 ~ 30,3.5,3.0,0.085
R,190.0,103735 - Lovro Zovko,- 20,7.75,3.75,0.5475
R,190.0,103735 - Lovro Zovko,21 ~ 25,5.0,2.0,0.7
R,190.0,103735 - Lovro Zovko,26 ~ 30,9.2,3.0,0.784
R,180.0,103737 - Edgardo Massa,21 ~ 25,3.0526315789473686,3.1578947368421053,0.5447368421052632
R,180.0,103737 - Edgardo Massa,26 ~ 30,4.0,2.6666666666666665,0.35333333333333333
R,198.0,103747 - Dominik Meffert,21 ~ 25,1.0,4.0,0.5
R,198.0,103747 - Dominik Meffert,26 ~ 30,7.636363636363637,4.636363636363637,0.5809090909090909
R,185.0,103752 - Simon Greul,21 ~ 25,4.185185185185185,3.185185185185185,0.5081481481481481
R,185.0,103752 - Simon Greul,26 ~ 30,3.6,3.2470588235294118,0.5503529411764707
L,170.0,103754 - Mark Hilton,- 20,7.0,11.0,0.58
L,170.0,103754 - Mark Hilton,21 ~ 25,2.5,5.5,0.6400000000000001
R,188.0,103758 - Taylor Dent,- 20,7.142857142857143,5.514285714285714,0.5117142857142856
R,188.0,103758 - Taylor Dent,21 ~ 25,7.718390804597701,5.942528735632184,0.5753448275862069
R,188.0,103758 - Taylor Dent,26 ~ 30,7.842105263157895,6.105263157894737,0.5668421052631579
R,178.0,103761 - Tomas Cakl,21 ~ 25,5.875,4.625,0.6849999999999999
R,178.0,103761 - Tomas Cakl,26 ~ 30,5.5,3.25,0.505
R,185.0,103762 - John Paul Fruttero,21 ~ 25,8.0,9.0,0.8
R,175.0,103775 - Felipe Parada,21 ~ 25,2.5,2.0,0.675
L,183.0,103781 - Jurgen Melzer,- 20,5.666666666666667,4.833333333333333,0.48000000000000004
L,183.0,103781 - Jurgen Melzer,21 ~ 25,5.461538461538462,3.358974358974359,0.5924102564102565
L,183.0,103781 - Jurgen Melzer,26 ~ 30,6.080152671755725,2.4732824427480917,0.5603053435114504
L,183.0,103781 - Jurgen Melzer,31 ~ 35,4.355072463768116,3.0,0.5474637681159421
L,183.0,103781 - Jurgen Melzer,36 ~ 40,3.5,1.5,0.61
R,178.0,103786 - Nikolay Davydenko,- 20,3.1481481481481484,2.2222222222222223,0.5414814814814815
R,178.0,103786 - Nikolay Davydenko,21 ~ 25,3.118811881188119,2.3696369636963697,0.5392739273927392
R,178.0,103786 - Nikolay Davydenko,26 ~ 30,3.521172638436482,2.778501628664495,0.5461889250814332
R,178.0,103786 - Nikolay Davydenko,31 ~ 35,2.5980392156862746,2.9901960784313726,0.5719607843137255
L,188.0,103789 - Irakli Labadze,- 20,6.0,5.133333333333334,0.5693333333333334
L,188.0,103789 - Irakli Labadze,21 ~ 25,4.526881720430108,5.989247311827957,0.5523655913978495
R,178.0,103794 - Benjamin Becker,21 ~ 25,12.75,3.375,0.5775000000000001
R,178.0,103794 - Benjamin Becker,26 ~ 30,8.480446927374302,2.776536312849162,0.5487150837988827
R,178.0,103794 - Benjamin Becker,31 ~ 35,6.695035460992908,2.9361702127659575,0.5341843971631205
R,178.0,103794 - Benjamin Becker,36 ~ 40,5.333333333333333,4.666666666666667,0.3333333333333333
R,178.0,103799 - Eric Prodon,- 20,4.0,3.0,0.46
R,178.0,103799 - Eric Prodon,21 ~ 25,2.0,3.0,0.588
R,178.0,103799 - Eric Prodon,26 ~ 30,4.3,3.2,0.496
R,178.0,103799 - Eric Prodon,31 ~ 35,2.75,1.75,0.5925
R,188.0,103808 - Potito Starace,21 ~ 25,2.575,1.6875,0.57875
R,188.0,103808 - Potito Starace,26 ~ 30,2.5774647887323945,1.4131455399061033,0.582206572769953
R,188.0,103808 - Potito Starace,31 ~ 35,2.8095238095238093,1.3333333333333333,0.547142857142857
R,198.0,103812 - Victor Hanescu,21 ~ 25,5.293103448275862,1.9051724137931034,0.6338793103448276
R,198.0,103812 - Victor Hanescu,26 ~ 30,4.897435897435898,1.6256410256410256,0.5484615384615384
R,198.0,103812 - Victor Hanescu,31 ~ 35,3.6052631578947367,1.2236842105263157,0.5617105263157894
L,185.0,103813 - Jarkko Nieminen,- 20,4.0,2.8,0.549
L,185.0,103813 - Jarkko Nieminen,21 ~ 25,3.0727969348659006,2.1839080459770117,0.5791570881226054
L,185.0,103813 - Jarkko Nieminen,26 ~ 30,3.2618025751072963,2.0858369098712446,0.5433905579399142
L,185.0,103813 - Jarkko Nieminen,31 ~ 35,3.22972972972973,2.2567567567567566,0.5306081081081081
R,185.0,103819 - Roger Federer,- 20,7.209302325581396,3.2209302325581395,0.5819767441860465
R,185.0,103819 - Roger Federer,21 ~ 25,7.189839572192513,2.090909090909091,0.5715775401069519
R,185.0,103819 - Roger Federer,26 ~ 30,8.413978494623656,1.3763440860215055,0.5784677419354839
R,185.0,103819 - Roger Federer,31 ~ 35,8.068441064638783,1.5779467680608366,0.5738403041825094
R,185.0,103819 - Roger Federer,36 ~ 40,8.580459770114942,1.706896551724138,0.549712643678161
R,183.0,103820 - Alan Mackin,21 ~ 25,2.3636363636363638,4.0,0.5409090909090909
R,173.0,103821 - Danai Udomchoke,- 20,3.3333333333333335,2.3333333333333335,0.5766666666666667
R,173.0,103821 - Danai Udomchoke,21 ~ 25,3.5625,4.125,0.59
R,173.0,103821 - Danai Udomchoke,26 ~ 30,3.3666666666666667,3.3333333333333335,0.5023333333333333
R,173.0,103821 - Danai Udomchoke,31 ~ 35,5.0,3.0,0.64
R,185.0,103822 - Scott Lipsky,26 ~ 30,8.0,3.0,0.25
L,183.0,103823 - Denis Gremelmayr,- 20,1.0,3.0,0.5
L,183.0,103823 - Denis Gremelmayr,21 ~ 25,3.4782608695652173,2.5652173913043477,0.46130434782608687
L,183.0,103823 - Denis Gremelmayr,26 ~ 30,4.280701754385965,2.807017543859649,0.558421052631579
R,185.0,103830 - Shao Xuan Zeng,21 ~ 25,2.0,3.0,0.4633333333333334
R,185.0,103830 - Shao Xuan Zeng,26 ~ 30,2.25,3.0,0.49
R,183.0,103835 - Filippo Volandri,- 20,1.5,2.5,0.525
R,183.0,103835 - Filippo Volandri,21 ~ 25,0.8936170212765957,2.5691489361702127,0.5321808510638298
R,183.0,103835 - Filippo Volandri,26 ~ 30,0.5517241379310345,2.4655172413793105,0.5185344827586207
R,183.0,103835 - Filippo Volandri,31 ~ 35,0.5882352941176471,1.7843137254901962,0.5303921568627451
R,178.0,103837 - Didac Perez,21 ~ 25,2.1666666666666665,3.5,0.43500000000000005
R,188.0,103841 - Julio Peralta,21 ~ 25,3.0,3.0,0.57
R,185.0,103843 - Marco Chiudinelli,21 ~ 25,4.846153846153846,3.0,0.5296153846153847
R,185.0,103843 - Marco Chiudinelli,26 ~ 30,4.112676056338028,2.732394366197183,0.61
R,185.0,103843 - Marco Chiudinelli,31 ~ 35,3.782608695652174,3.1739130434782608,0.5378260869565217
R,185.0,103843 - Marco Chiudinelli,36 ~ 40,4.333333333333333,2.0,0.4633333333333334
R,175.0,103849 - Francesco Aldi,21 ~ 25,0.5,3.125,0.6275
R,175.0,103849 - Francesco Aldi,26 ~ 30,0.0,8.0,0.38
L,178.0,103850 - Sebastian Decoud,26 ~ 30,3.25,2.25,0.59
R,185.0,103851 - Conor Niland,26 ~ 30,6.5,7.0,0.42500000000000004
L,188.0,103852 - Feliciano Lopez,- 20,5.842105263157895,2.6315789473684212,0.5063157894736842
L,188.0,103852 - Feliciano Lopez,21 ~ 25,9.430278884462151,3.585657370517928,0.5887649402390437
L,188.0,103852 - Feliciano Lopez,26 ~ 30,11.053497942386832,3.477366255144033,0.6158847736625515
L,188.0,103852 - Feliciano Lopez,31 ~ 35,11.004504504504505,3.2432432432432434,0.6277027027027026
L,188.0,103852 - Feliciano Lopez,36 ~ 40,11.895424836601308,3.7712418300653594,0.5899346405228758
L,188.0,103852 - Feliciano Lopez,41 +,10.0,6.833333333333333,0.6233333333333334
R,180.0,103857 - Igor Kunitsyn,- 20,1.5,1.0,0.45
R,180.0,103857 - Igor Kunitsyn,21 ~ 25,2.1627906976744184,2.0,0.5302325581395348
R,180.0,103857 - Igor Kunitsyn,26 ~ 30,2.812121212121212,1.8060606060606061,0.5104242424242426
R,180.0,103857 - Igor Kunitsyn,31 ~ 35,3.6,1.9,0.524
R,183.0,103863 - Mikhail Elgin,- 20,3.0,3.0,0.6
R,183.0,103863 - Mikhail Elgin,21 ~ 25,4.0,4.5,0.515
